,date,state,name,wholesalePrice,retailPrice,shoppingmallPrice,units,image
2614,2024-06-18,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2615,2024-06-18,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2616,2024-06-18,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2617,2024-06-18,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2618,2024-06-18,Uttar Pradesh,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
2619,2024-06-18,Uttar Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2620,2024-06-18,Uttar Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2621,2024-06-18,Uttar Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2622,2024-06-18,Uttar Pradesh,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2623,2024-06-18,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2624,2024-06-18,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2625,2024-06-18,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2626,2024-06-18,Uttar Pradesh,French Beans,113,130 - 144,136 - 186,1kg,resource/images/vegetables/frenchbeans-64.png
2627,2024-06-18,Uttar Pradesh,Garlic,234,269 - 297,281 - 386,1kg,resource/images/vegetables/garlic-64.png
2628,2024-06-18,Uttar Pradesh,Ginger,122,140 - 155,146 - 201,1kg,resource/images/vegetables/ginger-64.png
2629,2024-06-18,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2630,2024-06-18,Uttar Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
2631,2024-06-18,Uttar Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2632,2024-06-18,Uttar Pradesh,Lemon (Lime),105,121 - 133,126 - 173,1kg,resource/images/vegetables/lemon-64.png
2633,2024-06-18,Uttar Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,resource/images/vegetables/mangoraw-64.png
2634,2024-06-18,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2635,2024-06-18,Uttar Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2636,2024-06-18,Uttar Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2637,2024-06-18,Uttar Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
2638,2024-06-18,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2639,2024-06-18,Uttar Pradesh,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2640,2024-06-18,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2641,2024-06-18,Uttar Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2642,2024-06-18,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2643,2024-06-18,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2644,2024-06-18,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2645,2024-06-18,Uttar Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2646,2024-06-19,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2647,2024-06-19,Uttar Pradesh,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2648,2024-06-19,Uttar Pradesh,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2649,2024-06-19,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
2650,2024-06-19,Uttar Pradesh,Beetroot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/beetroot-64.png
2651,2024-06-19,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2652,2024-06-19,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2653,2024-06-19,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2654,2024-06-19,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2655,2024-06-19,Uttar Pradesh,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2656,2024-06-19,Uttar Pradesh,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2657,2024-06-19,Uttar Pradesh,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2658,2024-06-19,Uttar Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2659,2024-06-19,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2660,2024-06-19,Uttar Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2661,2024-06-19,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2662,2024-06-19,Uttar Pradesh,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2663,2024-06-19,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2664,2024-06-19,Uttar Pradesh,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2665,2024-06-19,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2666,2024-06-19,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2667,2024-06-19,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2668,2024-06-19,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2669,2024-06-19,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2670,2024-06-19,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2671,2024-06-19,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2672,2024-06-19,Uttar Pradesh,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
2673,2024-06-19,Uttar Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2674,2024-06-19,Uttar Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2675,2024-06-19,Uttar Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2676,2024-06-19,Uttar Pradesh,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2677,2024-06-19,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2678,2024-06-19,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2679,2024-06-19,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2680,2024-06-19,Uttar Pradesh,French Beans,113,130 - 144,136 - 186,1kg,resource/images/vegetables/frenchbeans-64.png
2681,2024-06-19,Uttar Pradesh,Garlic,234,269 - 297,281 - 386,1kg,resource/images/vegetables/garlic-64.png
2682,2024-06-19,Uttar Pradesh,Ginger,122,140 - 155,146 - 201,1kg,resource/images/vegetables/ginger-64.png
2683,2024-06-19,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2684,2024-06-19,Uttar Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
2685,2024-06-19,Uttar Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2686,2024-06-19,Uttar Pradesh,Lemon (Lime),105,121 - 133,126 - 173,1kg,resource/images/vegetables/lemon-64.png
2687,2024-06-19,Uttar Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,resource/images/vegetables/mangoraw-64.png
2688,2024-06-19,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2689,2024-06-19,Uttar Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2690,2024-06-19,Uttar Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2691,2024-06-19,Uttar Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
2692,2024-06-19,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2693,2024-06-19,Uttar Pradesh,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2694,2024-06-19,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2695,2024-06-19,Uttar Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2696,2024-06-19,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2697,2024-06-19,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2698,2024-06-19,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2699,2024-06-19,Uttar Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2700,2024-06-20,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2701,2024-06-20,Uttar Pradesh,Onion Small,54,62 - 69,65 - 89,1kg,resource/images/vegetables/onionsmall-64.png
2702,2024-06-20,Uttar Pradesh,Tomato,41,47 - 52,49 - 68,1kg,resource/images/vegetables/tomato-64.png
2703,2024-06-20,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
2704,2024-06-20,Uttar Pradesh,Beetroot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/beetroot-64.png
2705,2024-06-20,Uttar Pradesh,Potato,35,40 - 44,42 - 58,1kg,resource/images/vegetables/potato-64.png
2706,2024-06-20,Uttar Pradesh,Raw Banana (Plantain),9,10 - 11,11 - 15,1kg,resource/images/vegetables/plantain-64.png
2707,2024-06-20,Uttar Pradesh,Amaranth Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/amaranthleaves-64.png
2708,2024-06-20,Uttar Pradesh,Amla,75,86 - 95,90 - 124,1kg,resource/images/vegetables/amla-64.png
2709,2024-06-20,Uttar Pradesh,Ash gourd,23,26 - 29,28 - 38,1kg,resource/images/vegetables/ashgourd-64.png
2710,2024-06-20,Uttar Pradesh,Baby Corn,63,72 - 80,76 - 104,1kg,resource/images/vegetables/babycorn-64.png
2711,2024-06-20,Uttar Pradesh,Banana Flower,20,23 - 25,24 - 33,1kg,resource/images/vegetables/bananaflower-64.png
2712,2024-06-20,Uttar Pradesh,Capsicum,41,47 - 52,49 - 68,1kg,resource/images/vegetables/capsicum-64.png
2713,2024-06-20,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2714,2024-06-20,Uttar Pradesh,Bottle Gourd,33,38 - 42,40 - 54,1kg,resource/images/vegetables/bottlegourd-64.png
2715,2024-06-20,Uttar Pradesh,Butter Beans,46,53 - 58,55 - 76,1kg,resource/images/vegetables/butterbeans-64.png
2716,2024-06-20,Uttar Pradesh,Broad Beans,69,79 - 88,83 - 114,1kg,resource/images/vegetables/broadbeans-64.png
2717,2024-06-20,Uttar Pradesh,Cabbage,30,35 - 38,36 - 50,1kg,resource/images/vegetables/cabbage-64.png
2718,2024-06-20,Uttar Pradesh,Carrot,47,54 - 60,56 - 78,1kg,resource/images/vegetables/carrot-64.png
2719,2024-06-20,Uttar Pradesh,Cauliflower,24,28 - 30,29 - 40,1kg,resource/images/vegetables/cauliflower-64.png
2720,2024-06-20,Uttar Pradesh,Cluster beans,40,46 - 51,48 - 66,1kg,resource/images/vegetables/clusterbeans-64.png
2721,2024-06-20,Uttar Pradesh,Coconut,33,38 - 42,40 - 54,1kg,resource/images/vegetables/coconut-64.png
2722,2024-06-20,Uttar Pradesh,Colocasia Leaves,16,18 - 20,19 - 26,1kg,resource/images/vegetables/colocasialeaves-64.png
2723,2024-06-20,Uttar Pradesh,Colocasia,26,30 - 33,31 - 43,1kg,resource/images/vegetables/colocasia-64.png
2724,2024-06-20,Uttar Pradesh,Coriander Leaves,9,10 - 11,11 - 15,1kg,resource/images/vegetables/corianderleaves-64.png
2725,2024-06-20,Uttar Pradesh,Corn,34,39 - 43,41 - 56,1kg,resource/images/vegetables/corn-64.png
2726,2024-06-20,Uttar Pradesh,Cucumber,29,33 - 37,35 - 48,1kg,resource/images/vegetables/cucumber-64.png
2727,2024-06-20,Uttar Pradesh,Curry Leaves,30,35 - 38,36 - 50,1kg,resource/images/vegetables/curryleaves-64.png
2728,2024-06-20,Uttar Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2729,2024-06-20,Uttar Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2730,2024-06-20,Uttar Pradesh,Brinjal,33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjal-64.png
2731,2024-06-20,Uttar Pradesh,Brinjal (Big),35,40 - 44,42 - 58,1kg,resource/images/vegetables/brinjalbig-64.png
2732,2024-06-20,Uttar Pradesh,Elephant Yam,37,43 - 47,44 - 61,1kg,resource/images/vegetables/elephantyam-64.png
2733,2024-06-20,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2734,2024-06-20,Uttar Pradesh,French Beans,113,130 - 144,136 - 186,1kg,resource/images/vegetables/frenchbeans-64.png
2735,2024-06-20,Uttar Pradesh,Garlic,234,269 - 297,281 - 386,1kg,resource/images/vegetables/garlic-64.png
2736,2024-06-20,Uttar Pradesh,Ginger,122,140 - 155,146 - 201,1kg,resource/images/vegetables/ginger-64.png
2737,2024-06-20,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2738,2024-06-20,Uttar Pradesh,Green Peas,45,52 - 57,54 - 74,1kg,resource/images/vegetables/greenpeas-64.png
2739,2024-06-20,Uttar Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2740,2024-06-20,Uttar Pradesh,Lemon (Lime),105,121 - 133,126 - 173,1kg,resource/images/vegetables/lemon-64.png
2741,2024-06-20,Uttar Pradesh,Mango Raw,35,40 - 44,42 - 58,1kg,resource/images/vegetables/mangoraw-64.png
2742,2024-06-20,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2743,2024-06-20,Uttar Pradesh,Mushroom,78,90 - 99,94 - 129,1kg,resource/images/vegetables/mushroom-64.png
2744,2024-06-20,Uttar Pradesh,Mustard Leaves,13,15 - 17,16 - 21,1kg,resource/images/vegetables/mustardleaves-64.png
2745,2024-06-20,Uttar Pradesh,Ladies Finger,45,52 - 57,54 - 74,1kg,resource/images/vegetables/ladiesfinger-64.png
2746,2024-06-20,Uttar Pradesh,Pumpkin,22,25 - 28,26 - 36,1kg,resource/images/vegetables/pumpkin-64.png
2747,2024-06-20,Uttar Pradesh,Radish,32,37 - 41,38 - 53,1kg,resource/images/vegetables/radish-64.png
2748,2024-06-20,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2749,2024-06-20,Uttar Pradesh,Shallot (Pearl Onion),29,33 - 37,35 - 48,1kg,resource/images/vegetables/shallot-64.png
2750,2024-06-20,Uttar Pradesh,Snake Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/snakegourd-64.png
2751,2024-06-20,Uttar Pradesh,Sorrel Leaves,10,12 - 13,12 - 17,1kg,resource/images/vegetables/sorrelleaves-64.png
2752,2024-06-20,Uttar Pradesh,Spinach,11,13 - 14,13 - 18,1kg,resource/images/vegetables/spinach-64.png
2753,2024-06-20,Uttar Pradesh,Sweet Potato,39,45 - 50,47 - 64,1kg,resource/images/vegetables/sweetpotato-64.png
2754,2024-06-21,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2755,2024-06-21,Uttar Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2756,2024-06-21,Uttar Pradesh,Tomato,49,56 - 62,59 - 81,1kg,resource/images/vegetables/tomato-64.png
2757,2024-06-21,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
2758,2024-06-21,Uttar Pradesh,Beetroot,38,44 - 48,46 - 63,1kg,resource/images/vegetables/beetroot-64.png
2759,2024-06-21,Uttar Pradesh,Potato,37,43 - 47,44 - 61,1kg,resource/images/vegetables/potato-64.png
2760,2024-06-21,Uttar Pradesh,Raw Banana (Plantain),7,8 - 9,8 - 12,1kg,resource/images/vegetables/plantain-64.png
2761,2024-06-21,Uttar Pradesh,Amaranth Leaves,11,13 - 14,13 - 18,1kg,resource/images/vegetables/amaranthleaves-64.png
2762,2024-06-21,Uttar Pradesh,Amla,65,75 - 83,78 - 107,1kg,resource/images/vegetables/amla-64.png
2763,2024-06-21,Uttar Pradesh,Ash gourd,24,28 - 30,29 - 40,1kg,resource/images/vegetables/ashgourd-64.png
2764,2024-06-21,Uttar Pradesh,Baby Corn,58,67 - 74,70 - 96,1kg,resource/images/vegetables/babycorn-64.png
2765,2024-06-21,Uttar Pradesh,Banana Flower,15,17 - 19,18 - 25,1kg,resource/images/vegetables/bananaflower-64.png
2766,2024-06-21,Uttar Pradesh,Capsicum,47,54 - 60,56 - 78,1kg,resource/images/vegetables/capsicum-64.png
2767,2024-06-21,Uttar Pradesh,Bitter Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bittergourd-64.png
2768,2024-06-21,Uttar Pradesh,Bottle Gourd,31,36 - 39,37 - 51,1kg,resource/images/vegetables/bottlegourd-64.png
2769,2024-06-21,Uttar Pradesh,Butter Beans,53,61 - 67,64 - 87,1kg,resource/images/vegetables/butterbeans-64.png
2770,2024-06-21,Uttar Pradesh,Broad Beans,72,83 - 91,86 - 119,1kg,resource/images/vegetables/broadbeans-64.png
2771,2024-06-21,Uttar Pradesh,Cabbage,31,36 - 39,37 - 51,1kg,resource/images/vegetables/cabbage-64.png
2772,2024-06-21,Uttar Pradesh,Carrot,42,48 - 53,50 - 69,1kg,resource/images/vegetables/carrot-64.png
2773,2024-06-21,Uttar Pradesh,Cauliflower,26,30 - 33,31 - 43,1kg,resource/images/vegetables/cauliflower-64.png
2774,2024-06-21,Uttar Pradesh,Cluster beans,45,52 - 57,54 - 74,1kg,resource/images/vegetables/clusterbeans-64.png
2775,2024-06-21,Uttar Pradesh,Coconut,34,39 - 43,41 - 56,1kg,resource/images/vegetables/coconut-64.png
2776,2024-06-21,Uttar Pradesh,Colocasia Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/colocasialeaves-64.png
2777,2024-06-21,Uttar Pradesh,Colocasia,29,33 - 37,35 - 48,1kg,resource/images/vegetables/colocasia-64.png
2778,2024-06-21,Uttar Pradesh,Coriander Leaves,5,6 - 6,6 - 8,1kg,resource/images/vegetables/corianderleaves-64.png
2779,2024-06-21,Uttar Pradesh,Corn,30,35 - 38,36 - 50,1kg,resource/images/vegetables/corn-64.png
2780,2024-06-21,Uttar Pradesh,Cucumber,28,32 - 36,34 - 46,1kg,resource/images/vegetables/cucumber-64.png
2781,2024-06-21,Uttar Pradesh,Curry Leaves,29,33 - 37,35 - 48,1kg,resource/images/vegetables/curryleaves-64.png
2782,2024-06-21,Uttar Pradesh,Dill Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/dillleaves-64.png
2783,2024-06-21,Uttar Pradesh,Drumsticks,80,92 - 102,96 - 132,1kg,resource/images/vegetables/drumsticks-64.png
2784,2024-06-21,Uttar Pradesh,Brinjal,37,43 - 47,44 - 61,1kg,resource/images/vegetables/brinjal-64.png
2785,2024-06-21,Uttar Pradesh,Brinjal (Big),33,38 - 42,40 - 54,1kg,resource/images/vegetables/brinjalbig-64.png
2786,2024-06-21,Uttar Pradesh,Elephant Yam,39,45 - 50,47 - 64,1kg,resource/images/vegetables/elephantyam-64.png
2787,2024-06-21,Uttar Pradesh,Fenugreek Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/fenugreekleaves-64.png
2788,2024-06-21,Uttar Pradesh,French Beans,109,125 - 138,131 - 180,1kg,resource/images/vegetables/frenchbeans-64.png
2789,2024-06-21,Uttar Pradesh,Garlic,248,285 - 315,298 - 409,1kg,resource/images/vegetables/garlic-64.png
2790,2024-06-21,Uttar Pradesh,Ginger,121,139 - 154,145 - 200,1kg,resource/images/vegetables/ginger-64.png
2791,2024-06-21,Uttar Pradesh,Onion Green,43,49 - 55,52 - 71,1kg,resource/images/vegetables/oniongreen-64.png
2792,2024-06-21,Uttar Pradesh,Green Peas,44,51 - 56,53 - 73,1kg,resource/images/vegetables/greenpeas-64.png
2793,2024-06-21,Uttar Pradesh,Ivy Gourd,32,37 - 41,38 - 53,1kg,resource/images/vegetables/ivygourd-64.png
2794,2024-06-21,Uttar Pradesh,Lemon (Lime),105,121 - 133,126 - 173,1kg,resource/images/vegetables/lemon-64.png
2795,2024-06-21,Uttar Pradesh,Mango Raw,40,46 - 51,48 - 66,1kg,resource/images/vegetables/mangoraw-64.png
2796,2024-06-21,Uttar Pradesh,Mint Leaves,4,5 - 5,5 - 7,1kg,resource/images/vegetables/mintleaves-64.png
2797,2024-06-21,Uttar Pradesh,Mushroom,80,92 - 102,96 - 132,1kg,resource/images/vegetables/mushroom-64.png
2798,2024-06-21,Uttar Pradesh,Mustard Leaves,12,14 - 15,14 - 20,1kg,resource/images/vegetables/mustardleaves-64.png
2799,2024-06-21,Uttar Pradesh,Ladies Finger,40,46 - 51,48 - 66,1kg,resource/images/vegetables/ladiesfinger-64.png
2800,2024-06-21,Uttar Pradesh,Pumpkin,19,22 - 24,23 - 31,1kg,resource/images/vegetables/pumpkin-64.png
2801,2024-06-21,Uttar Pradesh,Radish,38,44 - 48,46 - 63,1kg,resource/images/vegetables/radish-64.png
2802,2024-06-21,Uttar Pradesh,Ridge Gourd,36,41 - 46,43 - 59,1kg,resource/images/vegetables/ridgegourd-64.png
2803,2024-06-21,Uttar Pradesh,Shallot (Pearl Onion),31,36 - 39,37 - 51,1kg,resource/images/vegetables/shallot-64.png
2804,2024-06-21,Uttar Pradesh,Snake Gourd,39,45 - 50,47 - 64,1kg,resource/images/vegetables/snakegourd-64.png
2805,2024-06-21,Uttar Pradesh,Sorrel Leaves,17,20 - 22,20 - 28,1kg,resource/images/vegetables/sorrelleaves-64.png
2806,2024-06-21,Uttar Pradesh,Spinach,15,17 - 19,18 - 25,1kg,resource/images/vegetables/spinach-64.png
2807,2024-06-21,Uttar Pradesh,Sweet Potato,38,44 - 48,46 - 63,1kg,resource/images/vegetables/sweetpotato-64.png
2808,2024-06-22,Uttar Pradesh,Onion Big,37,43 - 47,44 - 61,1kg,resource/images/vegetables/onionbig-64.png
2809,2024-06-22,Uttar Pradesh,Onion Small,53,61 - 67,64 - 87,1kg,resource/images/vegetables/onionsmall-64.png
2810,2024-06-22,Uttar Pradesh,Tomato,49,56 - 62,59 - 81,1kg,resource/images/vegetables/tomato-64.png
2811,2024-06-22,Uttar Pradesh,Green Chilli,65,75 - 83,78 - 107,1kg,resource/images/vegetables/greenchili-64.png
